"","SurveyDate","Zone","Bird","Count"
"1620",2012-12-27,"III","Yellow Rumped Warbler",1
"1621",2012-12-27,"III Rocky Outcrop","Brown Pelican",4
"1622",2012-12-27,"III Rocky Outcrop","Cormorant",5
"1623",2012-12-27,"III Rocky Outcrop","Tern",20
"1624",2012-12-27,"III Rocky Outcrop","Unidentified Gull",116
"1625",2012-12-28,"I","Snowy Egret",4
"1626",2012-12-28,"I","Western Gull",3
"1627",2012-12-28,"I","Yellow Rumped Warbler",1
"1628",2012-12-28,"II","Western Gull",1
"1629",2012-12-28,"II","Yellow Rumped Warbler",1
"1630",2012-12-28,"III","Black Phoebe",2
"1631",2012-12-28,"III","Great Blue Heron",1
"1632",2012-12-28,"III","Great Egret",2
"1633",2012-12-28,"III","Snowy Egret",3
"1634",2012-12-28,"III","Yellow Rumped Warbler",2
"1635",2012-12-28,"III Boulders","Great Egret",1
"1636",2012-12-28,"III Rocky Outcrop","Brown Pelican",3
"1637",2012-12-28,"III Rocky Outcrop","Cormorant",2
"1638",2012-12-28,"III Rocky Outcrop","Tern",50
"1639",2012-12-28,"III Rocky Outcrop","Unidentified Gull",140
"1640",2012-12-29,"I","Great Egret",1
"1641",2012-12-29,"I","Spotted Sandpiper",1
"1642",2012-12-29,"II","Black Phoebe",1
"1643",2012-12-29,"II","Western Gull",2
"1644",2012-12-29,"III","Black Phoebe",1
"1645",2012-12-29,"III","Great Blue Heron",1
"1646",2012-12-29,"III","Great Egret",1
"1647",2012-12-29,"III","Snowy Egret",5
"1648",2012-12-29,"III","Spotted Sandpiper",1
"1649",2012-12-29,"III Boulders","Snowy Egret",1
"1650",2012-12-29,"III Rocky Outcrop","Brown Pelican",13
"1651",2012-12-29,"III Rocky Outcrop","Cormorant",1
"1652",2012-12-29,"III Rocky Outcrop","Tern",50
"1653",2012-12-29,"III Rocky Outcrop","Unidentified Gull",72
"1654",2013-01-07,"I","Snowy Egret",1
"1655",2013-01-07,"I","Spotted Sandpiper",2
"1656",2013-01-07,"I","Western Gull",1
"1657",2013-01-07,"I","Yellow Rumped Warbler",1
"1658",2013-01-07,"II","Snowy Egret",2
"1659",2013-01-07,"II","Western Gull",1
"1660",2013-01-07,"II","Whimbrel",2
"1661",2013-01-07,"III","Black Phoebe",2
"1662",2013-01-07,"III","Great Egret",1
"1663",2013-01-07,"III","Say's Phoebe",1
"1664",2013-01-07,"III","Spotted Sandpiper",1
"1665",2013-01-07,"III Boulders","Double Crested Cormorant",2
"1666",2013-01-07,"III Boulders","Spotted Sandpiper",1
"1667",2013-01-07,"III Rocky Outcrop","Brown Pelican",3
"1668",2013-01-07,"III Rocky Outcrop","Tern",20
"1669",2013-01-07,"III Rocky Outcrop","Unidentified Gull",204
"1670",2013-01-08,"I","Snowy Egret",1
"1671",2013-01-08,"I","Spotted Sandpiper",1
"1672",2013-01-08,"I","Western Gull",1
"1673",2013-01-08,"II","Great Blue Heron",1
"1674",2013-01-08,"II","Great Egret",2
"1675",2013-01-08,"II","Western Gull",1
"1676",2013-01-08,"III","Double Crested Cormorant",1
"1677",2013-01-08,"III","Snowy Egret",6
"1678",2013-01-08,"III","Whimbrel",1
"1679",2013-01-08,"III","Yellow Rumped Warbler",1
"1680",2013-01-08,"III Rocky Outcrop","Brown Pelican",4
"1681",2013-01-08,"III Rocky Outcrop","Cormorant",8
"1682",2013-01-08,"III Rocky Outcrop","Tern",12
"1683",2013-01-08,"III Rocky Outcrop","Unidentified Gull",78
"1684",2013-01-09,"I","Say's Phoebe",1
"1685",2013-01-09,"I","Snowy Egret",1
"1686",2013-01-09,"I","Western Gull",2
"1687",2013-01-09,"I","Yellow Rumped Warbler",1
"1688",2013-01-09,"II","Ring-Billed Gull",1
"1689",2013-01-09,"II","Snowy Egret",2
"1690",2013-01-09,"II","Western Gull",1
"1691",2013-01-09,"III","Black Phoebe",2
"1692",2013-01-09,"III","Great Blue Heron",1
"1693",2013-01-09,"III","Great Egret",1
"1694",2013-01-09,"III","Snowy Egret",6
"1695",2013-01-09,"III","Western Gull",1
"1696",2013-01-09,"III Rocky Outcrop","Brown Pelican",42
"1697",2013-01-09,"III Rocky Outcrop","Cormorant",6
"1698",2013-01-09,"III Rocky Outcrop","Great Egret",1
"1699",2013-01-09,"III Rocky Outcrop","Snowy Egret",1
"1700",2013-01-09,"III Rocky Outcrop","Tern",8
"1701",2013-01-09,"III Rocky Outcrop","Unidentified Gull",130
"1702",2013-01-10,"I","Black Phoebe",1
"1703",2013-01-10,"I","Say's Phoebe",1
"1704",2013-01-10,"I","Snowy Egret",1
"1705",2013-01-10,"I","Spotted Sandpiper",1
"1706",2013-01-10,"I","Western Gull",1
"1707",2013-01-10,"II","Western Gull",2
"1708",2013-01-10,"III","Black Phoebe",1
"1709",2013-01-10,"III","Brown Pelican",1
"1710",2013-01-10,"III","Great Blue Heron",1
"1711",2013-01-10,"III","Great Egret",1
"1712",2013-01-10,"III","Say's Phoebe",1
"1713",2013-01-10,"III","Snowy Egret",2
"1714",2013-01-10,"III","Western Gull",2
"1715",2013-01-10,"III Rocky Outcrop","Brown Pelican",7
"1716",2013-01-10,"III Rocky Outcrop","Cormorant",7
"1717",2013-01-10,"III Rocky Outcrop","Tern",40
"1718",2013-01-10,"III Rocky Outcrop","Unidentified Gull",200
"1719",2013-01-11,"I","Snowy Egret",1
"1720",2013-01-11,"I","Spotted Sandpiper",1
"1721",2013-01-11,"I","Unidentified Bird (non-gull)",1
"1722",2013-01-11,"I","Western Gull",2
"1723",2013-01-11,"II","Black Phoebe",2
"1724",2013-01-11,"II","Western Gull",1
"1725",2013-01-11,"III","Black Phoebe",3
"1726",2013-01-11,"III","Brown Pelican",1
"1727",2013-01-11,"III","California Gull",1
"1728",2013-01-11,"III","Great Blue Heron",2
"1729",2013-01-11,"III","Great Egret",2
"1730",2013-01-11,"III","Snowy Egret",2
"1731",2013-01-11,"III","Yellow Rumped Warbler",1
"1732",2013-01-11,"III Rocky Outcrop","Brown Pelican",10
"1733",2013-01-11,"III Rocky Outcrop","Cormorant",7
"1734",2013-01-11,"III Rocky Outcrop","Tern",9
"1735",2013-01-11,"III Rocky Outcrop","Unidentified Gull",50
"1736",2013-01-12,"I","Say's Phoebe",1
"1737",2013-01-12,"I","Snowy Egret",1
"1738",2013-01-12,"I","Spotted Sandpiper",2
"1739",2013-01-12,"I","Western Gull",2
"1740",2013-01-12,"II","Brown Pelican",2
"1741",2013-01-12,"II","Juvenile Gull",1
"1742",2013-01-12,"II","Snowy Egret",1
"1743",2013-01-12,"II","Western Gull",6
"1744",2013-01-12,"II","Yellow Rumped Warbler",1
"1745",2013-01-12,"III","Black Phoebe",1
"1746",2013-01-12,"III","Brown Pelican",5
"1747",2013-01-12,"III","California Gull",1
"1748",2013-01-12,"III","Double Crested Cormorant",1
"1749",2013-01-12,"III","Great Blue Heron",2
"1750",2013-01-12,"III","Great Egret",2
"1751",2013-01-12,"III","Heerman's Gull",19
"1752",2013-01-12,"III","Juvenile Gull",1
"1753",2013-01-12,"III","Say's Phoebe",1
"1754",2013-01-12,"III","Snowy Egret",2
"1755",2013-01-12,"III","Western Gull",5
"1756",2013-01-12,"III Rocky Outcrop","Brown Pelican",15
"1757",2013-01-12,"III Rocky Outcrop","Cormorant",1
"1758",2013-01-12,"III Rocky Outcrop","Tern",22
"1759",2013-01-12,"III Rocky Outcrop","Unidentified Gull",70
"1760",2013-01-22,"I","Juvenile Gull",1
"1761",2013-01-22,"I","Snowy Egret",1
"1762",2013-01-22,"I","Western Gull",2
"1763",2013-01-22,"II","Snowy Egret",2
"1764",2013-01-22,"II","Western Gull",1
"1765",2013-01-22,"III","Black Phoebe",1
"1766",2013-01-22,"III","Great Blue Heron",1
"1767",2013-01-22,"III","Great Egret",1
"1768",2013-01-22,"III","Willet",1
"1769",2013-01-22,"III Boulders","Western Gull",1
"1770",2013-01-22,"III Rocky Outcrop","Brown Pelican",3
"1771",2013-01-22,"III Rocky Outcrop","Cormorant",5
"1772",2013-01-22,"III Rocky Outcrop","Tern",16
"1773",2013-01-22,"III Rocky Outcrop","Unidentified Gull",80
"1774",2013-01-23,"I","Spotted Sandpiper",1
"1775",2013-01-23,"I","Western Gull",2
"1776",2013-01-23,"II","Black Phoebe",1
"1777",2013-01-23,"II","Great Egret",1
"1778",2013-01-23,"II","Snowy Egret",3
"1779",2013-01-23,"II","Western Gull",1
"1780",2013-01-23,"III","Great Blue Heron",1
"1781",2013-01-23,"III","Savannah Sparrow",1
"1782",2013-01-23,"III Rocky Outcrop","Brown Pelican",26
"1783",2013-01-23,"III Rocky Outcrop","Cormorant",4
"1784",2013-01-23,"III Rocky Outcrop","Snowy Egret",3
"1785",2013-01-23,"III Rocky Outcrop","Tern",38
"1786",2013-01-23,"III Rocky Outcrop","Unidentified Gull",140
"1787",2013-01-24,"II","Snowy Egret",6
"1788",2013-01-24,"II","Spotted Sandpiper",1
"1789",2013-01-24,"II","Western Gull",3
"1790",2013-01-24,"II","Willet",1
"1791",2013-01-24,"III","Black Phoebe",1
"1792",2013-01-24,"III","Great Blue Heron",1
"1793",2013-01-24,"III","Great Egret",1
"1794",2013-01-24,"III","Say's Phoebe",1
"1795",2013-01-24,"III Rocky Outcrop","Brown Pelican",6
"1796",2013-01-24,"III Rocky Outcrop","Cormorant",4
"1797",2013-01-24,"III Rocky Outcrop","Tern",46
"1798",2013-01-24,"III Rocky Outcrop","Unidentified Gull",75
"1799",2013-01-24,"III Rocky Outcrop","Whimbrel",1
"1800",2013-01-26,"I","Great Egret",1
"1801",2013-01-26,"I","Spotted Sandpiper",1
"1802",2013-01-26,"I","Western Gull",1
"1803",2013-01-26,"II","Great Blue Heron",1
"1804",2013-01-26,"II","Great Egret",1
"1805",2013-01-26,"II","Snowy Egret",2
"1806",2013-01-26,"III","Black Phoebe",2
"1807",2013-01-26,"III","Brown Pelican",1
"1808",2013-01-26,"III","California Gull",2
"1809",2013-01-26,"III","Juvenile Gull",3
"1810",2013-01-26,"III","Say's Phoebe",1
"1811",2013-01-26,"III","Western Gull",1
"1812",2013-01-26,"III Rocky Outcrop","Brown Pelican",9
"1813",2013-01-26,"III Rocky Outcrop","Cormorant",3
"1814",2013-01-26,"III Rocky Outcrop","Snowy Egret",1
"1815",2013-01-26,"III Rocky Outcrop","Tern",52
"1816",2013-01-26,"III Rocky Outcrop","Unidentified Gull",89
"1817",2013-01-28,"I","Snowy Egret",2
"1818",2013-01-28,"I","Spotted Sandpiper",1
"1819",2013-01-28,"I","Western Gull",2
"1820",2013-01-28,"II","Black Phoebe",1
"1821",2013-01-28,"II","Snowy Egret",1
"1822",2013-01-28,"II","Spotted Sandpiper",1
"1823",2013-01-28,"II","Western Gull",2
"1824",2013-01-28,"II","Yellow Rumped Warbler",1
"1825",2013-01-28,"III","Black Phoebe",2
"1826",2013-01-28,"III","Great Blue Heron",1
"1827",2013-01-28,"III","Snowy Egret",1
"1828",2013-01-28,"III","Western Gull",1
"1829",2013-01-28,"III","Whimbrel",1
"1830",2013-01-28,"III Boulders","Great Blue Heron",1
"1831",2013-01-28,"III Boulders","Great Egret",1
"1832",2013-01-28,"III Rocky Outcrop","Brown Pelican",3
"1833",2013-01-28,"III Rocky Outcrop","Tern",90
"1834",2013-01-28,"III Rocky Outcrop","Unidentified Gull",65
"1835",2013-02-05,"I","Say's Phoebe",1
"1836",2013-02-05,"I","Spotted Sandpiper",1
"1837",2013-02-05,"I","Western Gull",1
"1838",2013-02-05,"I","Yellow Rumped Warbler",1
"1839",2013-02-05,"II","Black Phoebe",1
"1840",2013-02-05,"II","Say's Phoebe",1
"1841",2013-02-05,"II","Snowy Egret",3
"1842",2013-02-05,"II","Song sparrow",1
"1843",2013-02-05,"II","Spotted Sandpiper",1
"1844",2013-02-05,"II","Western Gull",1
"1845",2013-02-05,"III","Black Phoebe",2
"1846",2013-02-05,"III","Great Egret",1
"1847",2013-02-05,"III","Snowy Egret",4
"1848",2013-02-05,"III","Song sparrow",1
"1849",2013-02-05,"III","Western Gull",1
"1850",2013-02-05,"III Rocky Outcrop","Brown Pelican",8
"1851",2013-02-05,"III Rocky Outcrop","Cormorant",6
"1852",2013-02-05,"III Rocky Outcrop","Tern",22
"1853",2013-02-05,"III Rocky Outcrop","Unidentified Gull",66
"1854",2013-02-06,"I","Black Phoebe",1
"1855",2013-02-06,"I","Snowy Egret",1
"1856",2013-02-06,"I","Spotted Sandpiper",1
"1857",2013-02-06,"I","Western Gull",1
"1858",2013-02-06,"II","Great Egret",1
"1859",2013-02-06,"II","Spotted Sandpiper",1
"1860",2013-02-06,"III","Black Phoebe",2
"1861",2013-02-06,"III","Great Blue Heron",2
"1862",2013-02-06,"III","Great Egret",1
"1863",2013-02-06,"III","Juvenile Gull",2
"1864",2013-02-06,"III","Snowy Egret",4
"1865",2013-02-06,"III","Song sparrow",1
"1866",2013-02-06,"III","Western Gull",2
"1867",2013-02-06,"III Rocky Outcrop","Brown Pelican",7
"1868",2013-02-06,"III Rocky Outcrop","Cormorant",4
"1869",2013-02-06,"III Rocky Outcrop","Great Egret",1
"1870",2013-02-06,"III Rocky Outcrop","Tern",35
"1871",2013-02-06,"III Rocky Outcrop","Unidentified Gull",50
"1872",2013-02-07,"I","Snowy Egret",3
"1873",2013-02-07,"I","Spotted Sandpiper",2
"1874",2013-02-07,"I","Western Gull",2
"1875",2013-02-07,"II","Great Blue Heron",1
"1876",2013-02-07,"II","Great Egret",1
"1877",2013-02-07,"II","Western Gull",1
"1878",2013-02-07,"III","Black Phoebe",2
"1879",2013-02-07,"III","Great Egret",1
"1880",2013-02-07,"III","Snowy Egret",4
"1881",2013-02-07,"III","Western Gull",1
"1882",2013-02-07,"III Rocky Outcrop","Brown Pelican",11
"1883",2013-02-07,"III Rocky Outcrop","Cormorant",4
"1884",2013-02-07,"III Rocky Outcrop","Great Blue Heron",2
"1885",2013-02-07,"III Rocky Outcrop","Tern",90
"1886",2013-02-07,"III Rocky Outcrop","Unidentified Gull",89
"1887",2013-02-08,"I","Black Phoebe",1
"1888",2013-02-08,"I","Great Egret",1
"1889",2013-02-08,"I","Say's Phoebe",1
"1890",2013-02-08,"I","Snowy Egret",5
"1891",2013-02-08,"I","Spotted Sandpiper",1
"1892",2013-02-08,"I","Western Gull",1
"1893",2013-02-08,"II","Great Blue Heron",1
"1894",2013-02-08,"II","Great Egret",1
"1895",2013-02-08,"III","Great Blue Heron",2
"1896",2013-02-08,"III","Great Egret",1
"1897",2013-02-08,"III","Snowy Egret",5
"1898",2013-02-08,"III","Spotted Sandpiper",1
"1899",2013-02-08,"III","Western Gull",1
"1900",2013-02-08,"III Rocky Outcrop","Brown Pelican",18
"1901",2013-02-08,"III Rocky Outcrop","Cormorant",2
"1902",2013-02-08,"III Rocky Outcrop","Tern",50
"1903",2013-02-08,"III Rocky Outcrop","Unidentified Gull",100
"1904",2013-02-09,"I","Black Phoebe",1
"1905",2013-02-09,"I","Snowy Egret",3
"1906",2013-02-09,"I","Western Gull",1
"1907",2013-02-09,"II","Great Egret",1
"1908",2013-02-09,"II","Western Gull",2
"1909",2013-02-09,"III","Black Phoebe",3
"1910",2013-02-09,"III","Great Blue Heron",2
"1911",2013-02-09,"III","Great Egret",3
"1912",2013-02-09,"III","Juvenile Gull",1
"1913",2013-02-09,"III","Snowy Egret",5
"1914",2013-02-09,"III","Western Gull",4
"1915",2013-02-09,"III Rocky Outcrop","Brown Pelican",5
"1916",2013-02-09,"III Rocky Outcrop","Cormorant",3
"1917",2013-02-09,"III Rocky Outcrop","Tern",56
"1918",2013-02-09,"III Rocky Outcrop","Unidentified Gull",115
"1919",2013-02-11,"I","Black Phoebe",1
"1920",2013-02-11,"I","Black Turnstone",1
"1921",2013-02-11,"I","Snowy Egret",1
"1922",2013-02-11,"I","Western Gull",1
"1923",2013-02-11,"II","Great Egret",1
"1924",2013-02-11,"II","Snowy Egret",1
"1925",2013-02-11,"II","Western Gull",1
"1926",2013-02-11,"III","Black Phoebe",1
"1927",2013-02-11,"III","Great Blue Heron",2
"1928",2013-02-11,"III","Great Egret",1
"1929",2013-02-11,"III","Snowy Egret",3
"1930",2013-02-11,"III","Spotted Sandpiper",1
"1931",2013-02-11,"III","Western Gull",1
"1932",2013-02-11,"III Rocky Outcrop","Brown Pelican",5
"1933",2013-02-11,"III Rocky Outcrop","Cormorant",3
"1934",2013-02-11,"III Rocky Outcrop","Tern",56
"1935",2013-02-11,"III Rocky Outcrop","Unidentified Gull",85
"1936",2013-02-21,"I","Spotted Sandpiper",1
"1937",2013-02-21,"II","Snowy Egret",2
"1938",2013-02-21,"II","Spotted Sandpiper",1
"1939",2013-02-21,"II","Western Gull",2
"1940",2013-02-21,"III","Black Phoebe",2
"1941",2013-02-21,"III","Great Egret",1
"1942",2013-02-21,"III","Snowy Egret",4
"1943",2013-02-21,"III Rocky Outcrop","Brown Pelican",6
"1944",2013-02-21,"III Rocky Outcrop","Cormorant",4
"1945",2013-02-21,"III Rocky Outcrop","Tern",19
"1946",2013-02-21,"III Rocky Outcrop","Unidentified Gull",45
"1947",2013-02-22,"II","Great Egret",2
"1948",2013-02-22,"II","Western Gull",2
"1949",2013-02-22,"III","Black Phoebe",1
"1950",2013-02-22,"III","Great Blue Heron",2
"1951",2013-02-22,"III","Great Egret",1
"1952",2013-02-22,"III","Snowy Egret",4
"1953",2013-02-22,"III","Spotted Sandpiper",1
"1954",2013-02-22,"III","Western Gull",2
"1955",2013-02-22,"III Boulders","Snowy Egret",4
"1956",2013-02-22,"III Rocky Outcrop","Brown Pelican",4
"1957",2013-02-22,"III Rocky Outcrop","Cormorant",3
"1958",2013-02-22,"III Rocky Outcrop","Tern",18
"1959",2013-02-22,"III Rocky Outcrop","Unidentified Gull",52
"1960",2013-02-23,"I","Snowy Egret",5
"1961",2013-02-23,"II","Great Egret",1
"1962",2013-02-23,"II","Whimbrel",1
"1963",2013-02-23,"III","Great Blue Heron",1
"1964",2013-02-23,"III","Great Egret",1
"1965",2013-02-23,"III","Snowy Egret",2
"1966",2013-02-23,"III","Whimbrel",1
"1967",2013-02-23,"III Rocky Outcrop","Brown Pelican",8
"1968",2013-02-23,"III Rocky Outcrop","Great Blue Heron",1
"1969",2013-02-23,"III Rocky Outcrop","Snowy Egret",4
"1970",2013-02-23,"III Rocky Outcrop","Tern",22
"1971",2013-02-23,"III Rocky Outcrop","Unidentified Gull",76
"1972",2013-02-24,"I","Snowy Egret",2
"1973",2013-02-24,"I","Western Gull",1
"1974",2013-02-24,"II","Great Egret",1
"1975",2013-02-24,"II","Snowy Egret",1
"1976",2013-02-24,"II","Western Gull",2
"1977",2013-02-24,"II","Whimbrel",1
"1978",2013-02-24,"III","Black Phoebe",2
"1979",2013-02-24,"III","Great Blue Heron",2
"1980",2013-02-24,"III","Juvenile Gull",2
"1981",2013-02-24,"III","Snowy Egret",5
"1982",2013-02-24,"III","Western Gull",2
"1983",2013-02-24,"III Boulders","Great Egret",1
"1984",2013-02-24,"III Rocky Outcrop","Brown Pelican",5
"1985",2013-02-24,"III Rocky Outcrop","Cormorant",1
"1986",2013-02-24,"III Rocky Outcrop","Tern",23
"1987",2013-02-24,"III Rocky Outcrop","Unidentified Gull",102
"1988",2013-02-24,"III Rocky Outcrop","Whimbrel",1
"1989",2013-02-25,"I","Western Gull",2
"1990",2013-02-25,"II","Black Phoebe",2
"1991",2013-02-25,"II","Snowy Egret",1
"1992",2013-02-25,"II","Western Gull",2
"1993",2013-02-25,"III","Black Phoebe",1
"1994",2013-02-25,"III","Great Blue Heron",1
"1995",2013-02-25,"III","Great Egret",3
"1996",2013-02-25,"III","Snowy Egret",3
"1997",2013-02-25,"III","Tern",1
"1998",2013-02-25,"III Rocky Outcrop","Brown Pelican",7
"1999",2013-02-25,"III Rocky Outcrop","Cormorant",2
"2000",2013-02-25,"III Rocky Outcrop","Snowy Egret",2
"2001",2013-02-25,"III Rocky Outcrop","Tern",17
"2002",2013-02-25,"III Rocky Outcrop","Unidentified Gull",87
"2003",2013-02-26,"I","Snowy Egret",1
"2004",2013-02-26,"I","Spotted Sandpiper",1
"2005",2013-02-26,"II","Great Egret",1
"2006",2013-02-26,"II","Snowy Egret",8
"2007",2013-02-26,"II","Western Gull",2
"2008",2013-02-26,"III","Black Phoebe",1
"2009",2013-02-26,"III","Great Egret",1
"2010",2013-02-26,"III","Snowy Egret",4
"2011",2013-02-26,"III","Spotted Sandpiper",1
"2012",2013-02-26,"III Rocky Outcrop","Brown Pelican",14
"2013",2013-02-26,"III Rocky Outcrop","Great Egret",1
"2014",2013-02-26,"III Rocky Outcrop","Tern",12
"2015",2013-02-26,"III Rocky Outcrop","Unidentified Gull",69
"2016",2013-02-26,"III Rocky Outcrop","Whimbrel",1
"2017",2013-02-27,"I","Western Gull",1
"2018",2013-02-27,"II","Western Gull",2
"2019",2013-02-27,"III","Black Phoebe",2
"2020",2013-02-27,"III","Great Egret",2
"2021",2013-02-27,"III","Snowy Egret",6
"2022",2013-02-27,"III","Spotted Sandpiper",1
"2023",2013-02-27,"III","Unidentified Bird (non-gull)",1
"2024",2013-02-27,"III","Western Gull",1
"2025",2013-02-27,"III Rocky Outcrop","Brown Pelican",9
"2026",2013-02-27,"III Rocky Outcrop","Snowy Egret",1
"2027",2013-02-27,"III Rocky Outcrop","Tern",29
"2028",2013-02-27,"III Rocky Outcrop","Unidentified Gull",46
"2029",2013-03-05,"II","Western Gull",3
"2030",2013-03-05,"III","Great Blue Heron",1
"2031",2013-03-05,"III","Great Egret",1
"2032",2013-03-05,"III","Snowy Egret",7
"2033",2013-03-05,"III","Western Gull",2
"2034",2013-03-05,"III","Whimbrel",1
"2035",2013-03-05,"III Rocky Outcrop","Tern",13
"2036",2013-03-05,"III Rocky Outcrop","Unidentified Gull",78
"2037",2013-03-06,"I","Spotted Sandpiper",1
"2038",2013-03-06,"II","Black Phoebe",2
"2039",2013-03-06,"II","Snowy Egret",2
"2040",2013-03-06,"II","Western Gull",2
"2041",2013-03-06,"II","Whimbrel",1
"2042",2013-03-06,"III","Black Phoebe",2
"2043",2013-03-06,"III","Great Blue Heron",2
"2044",2013-03-06,"III","Snowy Egret",4
"2045",2013-03-06,"III","Song sparrow",1
"2046",2013-03-06,"III Rocky Outcrop","Brown Pelican",1
"2047",2013-03-06,"III Rocky Outcrop","Cormorant",4
"2048",2013-03-06,"III Rocky Outcrop","Tern",21
"2049",2013-03-06,"III Rocky Outcrop","Unidentified Gull",48
"2050",2013-03-06,"III Rocky Outcrop","Whimbrel",1
"2051",2013-03-07,"I","Snowy Egret",1
"2052",2013-03-07,"II","Black Phoebe",2
"2053",2013-03-07,"II","Snowy Egret",1
"2054",2013-03-07,"II","Western Gull",2
"2055",2013-03-07,"III","Black Phoebe",3
"2056",2013-03-07,"III","Great Egret",1
"2057",2013-03-07,"III","Snowy Egret",4
"2058",2013-03-07,"III Rocky Outcrop","Brown Pelican",5
"2059",2013-03-07,"III Rocky Outcrop","Cormorant",6
"2060",2013-03-07,"III Rocky Outcrop","Tern",39
"2061",2013-03-07,"III Rocky Outcrop","Unidentified Gull",56
"2062",2013-03-08,"I","Black Phoebe",1
"2063",2013-03-08,"I","Song sparrow",1
"2064",2013-03-08,"II","Great Egret",1
"2065",2013-03-08,"II","Snowy Egret",2
"2066",2013-03-08,"II","Western Gull",2
"2067",2013-03-08,"III","Black Phoebe",1
"2068",2013-03-08,"III","Great Egret",7
"2069",2013-03-08,"III","Spotted Sandpiper",2
"2070",2013-03-08,"III","Western Gull",2
"2071",2013-03-08,"III Rocky Outcrop","Brown Pelican",3
"2072",2013-03-08,"III Rocky Outcrop","Cormorant",2
"2073",2013-03-08,"III Rocky Outcrop","Tern",73
"2074",2013-03-08,"III Rocky Outcrop","Unidentified Gull",45
"2075",2013-03-09,"I","Black Phoebe",1
"2076",2013-03-09,"I","Snowy Egret",2
"2077",2013-03-09,"I","Western Gull",1
"2078",2013-03-09,"II","Great Egret",1
"2079",2013-03-09,"II","Snowy Egret",2
"2080",2013-03-09,"II","Western Gull",1
"2081",2013-03-09,"III","Black Phoebe",2
"2082",2013-03-09,"III","Great Egret",2
"2083",2013-03-09,"III","Snowy Egret",1
"2084",2013-03-09,"III Rocky Outcrop","Brown Pelican",6
